Timestamp,Character's name,"Character's race (human, elf, dwarf, etc)","Character's class (rogue, wizard, cleric, etc)",Character's backstory
9/18/2017 16:56:33,Abaewin Toredas,Aasimar,Wizard,"Backstory
Abaewin Toredas lives a hard life. Born in Nybor, then leaving as soon as he was 10, to a small town in the forest, he was already unfamiliar with his surroundings. Descended from fallen angels, he never truly fit in. All his life, people had ridiculed him because of his silver hair. They all said it was grey. Abaewin’s parents were never around, always leaving him to his own devices.When he was 20, he would wander in dark places. He didn’t realize they were dark, but it was a place where he could get some peace and quiet, away from other people.
One day, he saw a woman in the woods, and she seemed to be trying to hide in plain sight for some reason. He said “Hello”, and she jumped and said “How can you see me?”. Abaewin said “What do you mean? It’s not that dark, and you’re not trying to hide.” The woman responded “What do you mean not that dark? I can barely see! Oh… are you one of those people descended from fallen angels?” “Yes”, replied Abaewin, “But I don’t seem to have gotten anything out of it, other than my gray hair”. The woman said “My name’s Zinnoara Galantara, and I might be able to teach you a thing or two. You seem to need some guidance. Or education.” Abaewin responded “My parents aren’t around much… I guess I could learn from you.” (Abaewin wasn’t exactly street smart...) Abaewin stayed with Zinnoara for quite some time, hermited away in the woods. Because of this, he wanted more. He had tasted power, as a young child, and wanted his freedom once more. He wanted it all.
His parents died when he was gone, but he never found out, as he didn’t have any love for his parents, not understanding why they were never home. But they were good people, and a large group of Divs had stormed the town, slaughtering the whole thing. The Divs were evil, and knew that Abaewin’s parents were Peris. Abaewin took after his ancestors, though, instead of his parents. The fallen angels. If not for that, the Divs would have come long ago. However, if Abaewin had been there, he would have been killed. Anyways, Abaewin stayed and trained with Zinnoara for 50 years. His appearance didn’t change too much, but Zinnoara grew old and died. He learned much about the world he was in, but was just starting down the path of the arcane arts when Zinnoara died. He mourned her for quite some time, then left to find a new path for himself. 
As he travelled, he came across a group of Sczarni. They adopted him into the family, thinking he was a normal human wizard, and he travelled with them for some time. They gifted him a pet, a small snake. Abaewen named it Meeka. 10 years later, Abaewin had learned much from his adopted family, including a few family friends in a town called Sandpoint. This turned out to be good, as one night, the family was attacked by bandits, and Abaewin was driven out, distracting the bandits long enough for the family to flee. Abaewin decided to travel to Sandpoint, as it was the only place he knew of where he could be safe. When he arrived at Sandpoint, he found the family friend, a ruthless thug named Jubrayl Vhiski at the Fatman’s Feedbag. Abaewin stayed at the Feedbag for 6 years, doing odd jobs around the place. During his stay, he learned about the locals, and a few tricks of the trade."
9/17/2017 23:07:32,Jasna Bek,Aasimar,Fighter,"Jas grew up in the city of Vier as the daughter of a dyer and a hunter of exotic beasts. Her parents were loving and her home cramped but comfortable. With both a keen sense of justice and uncommon size and strength from a young age, Jas spent a lot of her childhood beating up neighborhood bullies. Her peers regarded her with a mixture of fear and respect, the proportions of which varied depending on how likely they were to earn her ire. She didn’t make friends easily, and her clear divine heritage only increased her distance from the other children. Although she’s not naturally a solitary person, Jas learned to entertain herself, whether by reading history or honing her physical skills.
When she was 16, Jas chased down a burglar who had stolen from a neighbor and hit him so hard that, in the middle of a public street, he flew back and slammed into a wall. She didn't kill him, but it was frightening enough that she and her parents decided she should join the military to receive training and learn discipline.
The military suited Jas--she loved the hierarchy, the routine, the sense of doing what was right. As someone highly athletic, committed to following the rules, and with a commanding presence, she excelled. She spent ten years in the army, rising from teenage enlisted soldier to officer.
Just before her next promotion, however, a scandal broke. The country Vier is located in, Mohrany, used to be united with their neighbor, Sacreden. The Sacredi ambassador, it turned out, had been secretly gathering intelligence and compiling lists of Mohranian citizens who would be eligible for a draft (the draft is currently not in use in Mohrany, but used to be, and is highly controversial). When this was discovered, a fellow soldier got ahold of the information and anonymously leaked it to the public. This was illegal, a clear breach of the code of conduct and of confidentiality, and Jas worried that making public the treachery and subsequent embarrassment of a sometimes unfriendly ally would cause a war, one in which she or her fellow soldiers would be among the first to die. She took it upon herself to investigate, tracked down the whistleblower, and brought him up on charges in military court.
Then, in court, the goddess that Jas served as an aasimar and as a paladin--Cio, goddess of law, justice, and order--judged her to be in the wrong and cast her down, stripping her of her angelic powers. Jas fell.
Everything collapsed quickly after that. So publicly humiliated, Jas was quietly encouraged to leave the military, and she did. Her loss of faith in Cio, spurred by an inability to understand how a goddess of law could take the side of a lawbreaker over a devoted servant, caused her to lose her paladin powers. She spent a year and a half meandering through Vier's worst dive bars, drinking and getting into fights. She made a few friends, but more enemies.
Jas hit rock bottom when she realized there wasn't a bar in her rotation that she hadn't been kicked out of for fighting. She vowed to clean up her act, and spent time re-learning how to wield a sword without divine power behind it. Soon, she was good enough to look for jobs, and was eventually taken on by the Rana family, new nobility who didn't care about the optics of her past.
She's been working for the Ranas for a year now, and she likes them a lot, but recently she's begun to be suspicious of their adult son, Ere. Figuring out what he gets up to when he disappears might just lead her down a strange path."
9/18/2017 17:32:23,Solveig,Aasimar,Sorcerer,"One night Nissanai, an Iroran hermit dwelling in the Menador Mountains, gave shelter – and eventually other comforts – to a mysterious traveler who vanished from her tower the next morning, leaving no footprints in the snow. When she birthed fraternal triplets the following autumn she recognized them immediately for the Idyllkin that they were and felt their names whispered to her by the providence of the Heavenly realms. Recognizing both the great blessing and responsibility laid upon her, the lone sage set about raising the three girls in a manner befitting their heritage. She lay all of her learning as a scholar of the Master of Masters at their disposal and brought them up knowing endless learning and love. 
	Nissanai's efforts did not go to waste. The eldest cleaved to the holiness of her god, vowing to protect all good-hearted seekers of knowledge who crossed the treacherous mountain passes. The middle daughter focused on Irori's aspect of honorable self-perfection and enlightenment with a monk's dedication. Then there was Solveig, who was nothing like her sisters and like her mother least of all. For while she respected Irori, she had no patience for the Master of Masters' stern teachings; no patience for anything at all, really. The windy mountains in which she was born infused her with their power, but she had no interest in perfecting her magic through scholarly study. Worldly learning bored her no less. Indeed, the only non-fiction books in her mother's vast library that could hold her interest were military treatises and manuals on hand-to-hand combat, leaving her with a wide array of technical knowledge but little understanding of its practical application. Frequently coming up the loser in sparring matches with her more martially-rigorous sisters never curbed Solveig's enthusiasm, however.
	When Nissanai passed away at peace with the life she'd led, the girls each felt the blessing their mother had on the day of their birth. They knew the time had come to leave their mountain home and bring the good their mother had brought them up believing in to the troubled outside world. For her part, Solveig knows she is part of a great plan, but worries little about what her next move will be, preferring to let her journey happen as it happens. She rarely plans ahead, getting by on a mix of charm, guile, and bluster. She dresses impractically, flirts recklessly, and spends money without even thinking. She has used her magic to fortify her against the harsh climate of her home constantly rather than learn to cope with it practically, with the unintended side effect that her natural Celestial resistance against certain elements has atrophied away to nothing. But for all her flaws, her heart is pure and full of fearsome and protective love. She does not know what cause for which her Celestial father sired her, but she knows that when she finds it she will defend it with every last drop of her Agathion blood.
	At 5'11”, Solveig is taller than either of her sisters, with proportions improbable for one so slender. Despite her willowy build, her heavenly heritage endows her with unexpected speed, strength, and stamina. The white stripes on her skin are easily mistaken for body paint, but are in fact pigment as natural as the stripes of a zebra or tiger. Less subtle marks of her heritage are hair a shade of red not found in nature (which lightens to radiant blonde during times of heavy magic use) and eyes the color of electrum coins. Easily mistaken for a woman of low morals and social class, Solveig is more than happy to use her appearance to her advantage right up until the moment when her quarterstaff begins breaking greedy hands and knocking lecherous heads."
9/18/2017 18:54:20,Lydia Fallon,Aasimar,Weird Musician Bard,"You don't want to hear about me. I'm not very interesting. I can do interesting things and say interesting things, but listening to me talk about me isn't very interesting. The interesting person you want to hear about is my mother.
You may know here. Well, not personally. But you might know her name. Amelia Grace, the Lady Scarlet, singer, mage, musician, magician, muse-gician. One of the most sought after performers in… in… I'm not sure. I don't do well with names and places. Some big, important… thingy.
Maybe the city. Maybe an empire. It's hard to remember, as I was very small at the time, so I would be unlikely to fully recall even if I hadn't had my head cut apart and put back together two or three or twenty five times.
It's very tingly. Kind of refreshing to feel the fresh air blowing over your thoughts.
Mother was not one to cling to fame and fortune with every fiber of her being like some people would. Her life was music and her life was magic, and sometimes when she had time her life was me.
She was always looking into new things, and old things, and old things that were so old that they had been forgotten about and thus had become new again. And one of these things was what would come to be called the Song of Life.
Said to be sung by the very gods themselves when they brought the world into being, through manipulation of the song one could change the growth of crops, affect the breeding of animals, make creatures grow faster, make them stronger, make them faster, make them tougher, make them different.
Make them never die.
Mother traced the echoes of the song, heard them in her dreams. Followed them to a temple in the middle of wilderness, buried beneath sand and soil of the centuries in a place where even the oldest writings say nothing about anyone ever having lived there.
And deep down in the dark, in that unspeakably ancient temple to an unspeakable being of unspeakable power who was unspeakably ancient when the gods were born, she drilled a teeny, tiny hole in reality and for a few brief moments heard something singing the Song itself. Not merely an echo.
She made the hole go away and fled the temple, never to return. Knowing to what extent the Song could be put to use.
But people were listening. Always listening. Trying to understand the echoes of the Song of Life.
So when they heard a few moments of actual singing they took advantage.
Just a little school of magic and music out in the countryside. Not particularly important. Not until they found that could keep things alive, keep them healthy, keep them from dying from old age indefinitely.
Learn how to Sing, learn the notes, the chords, the tones, the tempos to the Song of Life. Sing the right words in the right ways in the right keys and live forever. Sing it loud enough, sing it long enough, and no part of you dies.
There's a term for that. When bits of you that are supposed to die don't, when they keep on living when they shouldn't. It's called cancer. It is not a fun way to die. It is an even fun less way to remain alive.
And they couldn't stop. They had bettered themselves such that their bodies always sang the songs, forever to life, never to die.
And soon the song spread beyond them. Their mere presence making things grow, making things live, making things never die.
Illnesses are alive. Diseases are alive. Plagues are alive. The places in the world that are crammed to the brim with life, the grand cities, the fertile rainforests, they are places where contagions thrive.
Those who sought to never die screamed and wailed in their agonies as their bodies were consumed by virulent sickness. Healing, infecting, rotting, and healing again in an endless cycle of consumption.
Not even the slightest bit of them was allowed to die, not even one hair made to fall away from their heads. They grew, bloated, warped, twisted, becoming less beings and more locations, living rooms, buildings, factories of flesh and bone, belching forth abominations.
It was to this landscape of carnal horror that Mother returned to. And she purged it with fire. Purged it until the valley was glass.
Father was having troubles with the… king? Emperor? Duke? Count? Well, the thing pretending to be him. Some creature was wearing the old king's skin and hiding inside it. Father stayed behind, while Mother took me and we went away.
Away to a pretty little valley filled with simple farmers, remote wilderness, and narrow, easily watched canyons on either side as the sole entrance where she could place guardian beasts just in case the agents of the Skinmask King came calling.
And then one day they did. Once again in search of the Song of Life and its power. Wanting to make perfect soldiers. Immortal soldiers. Undying soldiers.
The King sent his blackest of knights, who slew my mother's dragon, came to the town, burned the town when Mother would not give them what they wanted.
And then Mother did.
Mother sang the Song of Life for them, and then the misty valley was no more.
It was no longer part of the world.
It was where She dwells. Not the composer of the song, but the singer. It's loudest, longest singer who has grown a world's chorus worth of voices in the eternities she has spent, cast between worlds. She was not supposed to live, but she could not die. So she simply was.
In an eternal emptiness there is infinite room to grow, where years are like seconds and seconds are like years.
She gave them what they wanted.
And they killed her for it.
Mother fought them, of course. And they died. And Mother died.
But She brought them back. To watch them. To study them. To experiment with them. Everyone, everything, animal, vegetable, and mineral in that valley.
She cut us apart, put us back together, saw how we worked with other parts. She was curious, wanting to learn. She didn't get new things to experiment on very often, and certainly not in such large numbers.
She found Mother the most interesting, and the most malleable. Mother was already filled with Her song, after all, and She could manipulate her almost as well as She could warp and twist Herself.
She could cut cut cut away the bad parts, keep us normal, make sure that we remained fully functional and intact even as she hacked us to pieces and put us back together.
After a few seconds and a few decades Mother had a moment of lucid clarity where her mind was her own and not merely an extension of She Who Thrives Between. Her body, however, was another story. She lifted me up, drilled a bigger hole in reality, and pushed me through, closing it upon the part of herself that was carrying me.
I left yesterday a little girl, and came back this morning as a grown… mmm, with all the changes, all the bestial alterations, would I still be classified as a woman, do you think? Perhaps if I had a few more scales and a bit more snout I would be called a grown dragoness.
I don't have my mother's gift for magic. I cannot cast spells, summon beasts, and bind creatures to my will as she did. And for this I am thankful, as it means that I cannot truly sing the Song of Life that can cause such horrors upon the world. I don't know the words.
I think Mother cut the words out of my head when she was taking me apart and putting me back together, made to act as a puppet with Her hand inside.
I can make living things listen to me, I can change them. I can make them dance to my tune.
Music can only suggest a mood, it takes words to state the way that something truly is.
I can't do that. I don't want to do that. I won't do that.
I will use the tune, but I'll be using my own lyrics, thank you very much.
Have you ever realized that you'd be really, really cute with a tail, by the way?
Here, let me show you..."
9/18/2017 17:15:31,Andromeda,Aasimar ,Cleric,"Andromeda is an aasimar born to two moon elves. Born intersex, Andromeda identifies as agender, and worships Salune. 
As a child, they were quite petulant and thought themself smarter than everyone else. This did not help with the constant bullying for strange looks, but Andromeda maintains that they are merely superior and everyone is jealous. As they reached their young adult years, they began to feel a spiritual pull, though they were unsure to what. First, they researched. Having no success, they travelled in nearby villages visiting temples of all sorts. Much to their frustration, the pull remained though they felt nothing at the temples. After many years of research and many visits to temples, Andromeda finally came home. Soon, they found that the shrine ot Salune called their name, and there found their patron diety.  This is the only instance where Andromed will admit to being blind and stubborn, though they insist looking elsewhere for a god to worhsip was part of their spiritual journey to Salune.
These days, Andromeda travels from town to town assisting those who worhsip Salune. They are in the protection domain, and often extend this to anyone, regardless of which god or godes sthey swear loyalty to. It is unclear if this is due to their years as a wanderer seeking meaning, or simply because they feel the protection of Salune should not be picky."
9/18/2017 14:14:53,Ronan,Alien,wizard,"Has lots of legs, like really lots of legs. And was born on Mooranista a far away planet in the galaxy of Noooooooooooooooooooz. Has had many adventures and always brings a trusty glass of water along."
9/17/2017 18:26:48,Sigil,Android,Bloodrager,"Arc 1 - Waking up in Scrapwall and the Arena
The android never knew how she ended up in Scrapwall. Her first memory was a sudden awakening on a dirty workshop table with a grease-covered ratfolk, holding a saw blade, stepping back in shock. Once he, and his benefactors, realized that she wasn't going to be an easy source of parts, they decided on another way to make money off of her.
And that's how she met with Redtooth, leader of Redtooth's Raiders. Redtooth made her an offer; in exchange for her fighting for Redtooth's Raiders in the Scrapwall arena, the Raiders would keep her take care of her and once they had made enough money off of her, they would help her find out more about how she ended up in Scrapwall, including the details of how she had ended up on that scrapyard table.For lack of better options, and knowing a that a 'no' would probably land her back on that workshop table, the android accepted.
As the months passed, the android, now going by Sigil, a name taken from the sole legible glyph she found on her body, ""S(1)- G(1)-L"",  rose through the rankings in the arena. She was an immediate source of profit for the Raiders, as there was easy money in betting on the newcomer against the tried and true arena fighters. But between her bursts of unnatural rage and the claws Sigil found herself inexplicably equipped with, she made quick work of the various opponents she was pitted against. Sigil quickly became accustomed to these fights, and even began to draw pride over her prowess in the arena and the strength she displayed. Over time however, as her strength became known, there were few who were still willing to fight against her in the arena, and even more crucially, even fewer who were willing to bet against her.
Though Sigil had been focused on fulfilling her side of the bargain with the Raiders, she had still made a few acquaintances among the residents of Scrapwall. In a place where people would pounce on a perceived moment of weakness, these friendships were a rare treasure. It was one of these friends, Dinvaya Lanalei, who let her know of some troubling rumors being circulated. It seemed Redtooth and the rest of the Raiders were growing dissatisfied with the diminishing returns Sigil was producing for them in the arena. There was talk among the less cautious Raiders that Sigil would soon be invited to a meeting among the various gangs, and that some high-end cybernetics might be making their way to the market shortly thereafter.
Seeing which way the winds were blowing in Scrapwall, Sigil began assembling her few belongings surreptitiously. Late that evening, she made her way to Redtooth's favored resting place and confronted her directly. After some bluster, countered a swift application of pressure to Redtooth's throat, the gang leader admitted that the Raiders were planning on getting one last piece of profit out of Sigil by having her ambushed and scrapped in order to sell her cybernetics to the highest bidder. In exchange for her life, Redtooth revealed that the Raiders had no idea about Sigil's past, only that she had been found discarded in the nearby wastelands by a scavenging party. They thought she might have been an abandoned Technic League project, since no one had heard of an android quite like her before, but that was only a guess at best.
Enraged by their deception, Sigil stormed her way out of Scrapwall before the Raiders could gather their forces to confront her. Leaving her few friends, and several new enemies behind, she vowed never to return. Redtooth's Raiders, meanwhile, soon found themselves dealing with a slew of new problems in the following days and thoughts of pursuing Sigil were soon discarded.
Arc 2 - Working for a Blue Dragon and awakening my draconic heritage
After she left Scrapwall in the dead of night, Sigil found herself wandering the wastelands of Numeria. Bereft of purpose, she fought whatever beasts she came across, seeking familiarity in contest of strength similar to what she had done in the arena. Rumors of a wandering android fighting wild beasts barehanded soon began circulating among the various outposts in the wastes. One day,  Sigil found herself confronted by an ancient blue dragon who introduced himself as Elagos. Elagos had decided to establish a lair in the deserts of Numeria, finding both the climate and preponderance of rare technology agreeable to him. He claimed to have become interested in Sigil after he detected a whiff of blue dragon ancestry in her creation. Elagos offered Sigil the opportunity to serve him as an emissary in the region, in exchange for which he promised he would help her awaken her heritage. 
Without a greater purpose, and eager to find out anything about her past, Sigil accepted, contingent on Elagos not requiring her to do anything that would impinge on her morals. A fastidious negotiator, Elagos had Sigil sign a contract outlining each of their responsibilities to each other and providing Sigil with reassurance that while he sought a valuable employee, he did not seek to exploit her in the same fashion her benefactors did.
For the next few years, Sigil wondered the various outposts and wastelands of Numeria, collecting what scraps of technology she could for Elagos and protecting his interests in the area as he continued to develop his schemes. She became well-known among the local Kellid tribes as 'that dragon's minion' which granted her a certain degree of protection against more hostile interests that she was yet unaware of. In exchange for her work, Elagos spend some of his time tutoring her in the history and power of the chromatic dragons, awakening within her a greater portion of her bloodline. Soon, she found herself more in control of her draconic heritage and capable of greater feats of strength and magic than she had thought possible.
However, all good things must draw to an end. After a period of time, Elagos had determined that his relationship with Sigil had reached the end of it's worth. There were no further easily accessible artifacts that he could locate for her to acquire and his lair and relationships with the Kellid outposts nearby had been sufficiently developed that her work as an emissary was no longer needed. Not seeing the point in destroying a valuable resource he might be able to use again in the future, Elagos informed Sigil that he would not be needing her services for the foreseeable future. He offered her a few trinkets from the horde he had amassed in Numeria and wished her well on her next steps so long as they didn't cross purposes in the future.
Arc 3 - Fending off the Technic League and returning to Numeria
After leaving Elago's service, Sigil finally felt like she had a grasp on who she was and what she could do. She decided to indulge in her wanderlust and see more of what Golarion had to offer outside of the wastelands of Numeria. With nothing keeping her in Numeria, she decided to begin exploring some of the nearby River kingdoms, seeking to make her fortune and find new challenges. Unfortunately for her, while an android wandering in Numeria might not elicit more than casual gossip, her novelty in the river lands attracted a great deal more attention. Within weeks of her arrival in River Kingdoms, plenty of the local settlements had heard crazy stories about the human-like construct tearing through the local monsters with claws and lightning. One night, Sigil found herself confronted by a wizard and his entourage. The wizard arrogantly identified himself as a member of the Technic League and ordered Sigil to accompany him back to Numeria so that she could be studied forthwith. When she balked at his demands, he set his entourage upon her. It did not go well for him.
With his entourage beaten and bloodied around him and his spellbook torn in half by Sigil, the wizard found himself feeling a lot more diplomatic and quickly explained to Sigil that rumors of her appearance and actions in the river kingdoms had made it's way back in Numeria. The Technic League was loath to have any technology, living or otherwise, escape Numeria and had begun assembling reclamation parties to bring her back and examine her, dead or alive, to see how exactly she was accomplishing these rumored feats that would be impossible for most androids. He warned her that while she had bested him without much difficulty, he was only an advance party who had gotten ambitious and thought he could handle her with the group he had with him. The wizard warned her that she would be hunted to the ends of Golarian by the Technic League and that the League would not forget the slights against them that she had committed this day.
In his haste to remain useful and, accordingly, alive,  the wizard let slip that there were others that the Technic League had begun monitoring. A group of adventurers had been involved in a recent incident in Torch where the eponymous torch had gone out for a time before being relit. Since then, they had been seen wandering Numeria and had been tied to several other incidents of interest to the League, including rumors of a former, presumed deceased, member Furkas Xoud resurfacing.
After pumping her new acquaintance for as much information as he would give her regarding the Technic League and their intentions towards her, she decided to return to Numeria where she would be better able to blend in as one android among many while she pondered her next steps.  It seemed to her that there was safety in numbers, and if these adventurers mentioned by her recent acquaintance were of interest to the League, she might find some allies to help her against the League. With that in mind, she began making her way to Torch, to see if she could track down her prospective new allies and see if they were worth her time."
9/18/2017 18:55:44,Lumi Worldwandered,Anthropomorphic Cockroach,Gunslinger,"The 36th Most Radiant Daughter of Her Royal Highness Queen Radiance, Illuminator of Darkness, Bringer of Light, Our Lady of Magnificent Radiance, Blessed of the Chalice of St. Roentgen, etc etc, Lumi's full name is one of six possible arrangements of her mother's three primary titles, and as the sixth one with that particular arrangement she appends the numerical designation ""hex"" onto her primary title to get her name.
Luci and Ray are the other names, with the numeric suffixes -ein, -dos, -tre, -qua, -quint, -hex, -sept, -oct, -nova, and -deci. The 11th would be named Lumieinein and beyond that increasing the second suffix by 1.
Fortunately for the rest of the world, they are in no danger of being overwhelmed by Roachfolk, as while known for twins and triplets being the norm for births, only the Roachfolk Queen has the capacity to churn out offspring in the dozens.
The Queen herself is a mutation brought about by drinking the glowing liquid that slowly gathers in the sacred Chalice of St. Roentgen over the course of a decade, resulting in what would be dubbed an arthropod-centaur, as the exactly appearance of the Queen varies. Shining Warqueen Aurora, for example, had the lower body of a scorpion which served her very well in battle.
As the 36th eligible daughter for the throne, Lumi's never been at all likely to ascend to the position of queen, and aside from a rudimentary course in courtly manners, she was mostly left to secure her own pursuits, which are monsters, magitek, magic, and mayhem.
Well, at least that's what other people call the mix of magic, technology, and alchemy that roachfolk use that is rather likely to violently explode. Lumi's preferred brand is somewhat less about explosions and more about delivering electric shocks and setting things on fire.
Lumi hails from the city-state of Raven Mesa, the vast majority of which is underground, the royal palace of which serves to act as a guardpost into an ancient outpost filled with magitek. The city as a whole is somewhat a rival to Whitecliff Island as a place of study for everything, magical, mundane, magitechnological, alchemical, and scientific.
A biothanolocomologist (we study living things and dead things that are still moving!) Lumi has gotten a grant from her university to travel the world and conduct research involving the various sorts of monstrous critters that hang about in various areas. Primarily to see if there are any bits that can be used in alchemy and how good they might taste when prepared properly.
It is believed that the Chalice of St. Roentgen is a prototype of a magitek artifact that created the various breeds of Folk, as all the Radiant Royal caste Roachfolk, born from the bloodline of Raven Mesa's past queens, all of whom drunk from the Chalice, have displayed the capacity to induced limited, temporary physical and mental changes in others.
Though exactly how it works has not been figured out, it has something to do with magical wavelengths of energy emitted from the Royal's luminescent patches while they perform what is known as St. Roentgen's Glow.
"
9/18/2017 14:26:50,Illithrian Mallaiorn,Aquatic Half-Elf,Storm Sorcerer,"Pirates usually left Illithrian's small fishing village alone. Rarely was there a reason to pay them any attention and not worth the risk of angering the village's aquatic allies. The day Captain Harlot heard rumors of a small boy who could change the winds during a tantrum that he decided the reward was worth it. They found the boy easily enough playing on the docks. He was the only Half-Elf with blue hair and skin to be seen. With only minimal bloodshed, the pirates returned to the ship, the boys screams nearly causing the rowboat to capsize numerous times by conjures waves on a calm sea. Captain Harlot took him in and raised the boy as her own, treating him with all the love he could want, assuring him that she world protect him form all the mean pirates and convincing him that life with her was better than life in the fishing village. It was all a lie though. Captain Harlot had instructed the crew to torment the boy so she could play hero. She cultivated a loyal and strong and deadly sorcerer. Illithrian learned the truth when he was 16, when he overheard one of the old crew explaining to a new recruit the whole story. Illithrian set the ship on fire, rowboats and all. 
He dove overboard and swam 3 miles to shore. He wandered, exhausted, into the nearest pub and ordered ""A whiskey on the roughest day of his life"" and kept drinking until someone bumped into him. He turned around, punching a massive Goliath right in the ribs. A bit offput by this tiny boy taking a swing at him, Momak hesitated until the boy decided to swing with a follow through. Illithrian was soundly beaten but before he went down he released a burst of thunderous force, knocking everyone around him back. Seeing potential in the kid, the captain of Momak's ship called the fight off and invited Illithrian aboard as a member of his crew. No strings attached, Illithrian freely offered his services to the crew, though to this day 2 years later he still thinks Momak is going to murder him in his sleep."
9/18/2017 20:11:27,B4D,Beeforged,Bard,"B4D is a beeforged bard who was originally a warforged, a golem built for war. But living as long as they have, they have long period without war or conflict frequently. As such they've turned to more peaceful pursuits, such as learning music and entertaining the people. During this time they slowly were reclaimed by nature, but rather than being destroyed by it, they absorbed it. B4D is a golem full of bees. They are lawful evil, and follow their own strict set of morals, but being a machine for war, they have no hesitance to kill."
9/17/2017 21:54:42,Blake Lucifurr,"Birali (homebrew, sort of like a cat-folk)",Rogue,"My Birali mother raised me as a master cat burglar and taught me all of her tricks. I looked up to her like a role model, because that's what kids do. I didn't know any better. We were a dynamic duo from the moment I could do the sneaky sneaks. Then came the moment that I came of age, the moment we could pull off the scam of the century, the day that my mom had been training me for. I was never given the details, but we were going to be rich beyond our wildest dreams. It was so big that we needed a trusted friend, a simple human by the name of Phoenix Dunbar who had helped us a few other times, as an extra distraction.
The morning came, I was excited, nothing could go wrong. We prepared all day and I could barely contain my excitement. As the sun started to set, we arrived at our destination. But something was wrong. There were too many people there. Mom looked concerned and after a moment, the truth was revealed. She turned to me and told me to run. Phoenix had compromised us. I sneakily ran, only looking back to see my mother outnumbered by half a dozen men.
The rest was a blur. I had nowhere to go. I bought necessities with the money I had on me and stole anything else that I needed to survive. I now realize that what my mother and I did was wrong. I'd like the opportunity to right the wrongs in my life and to be a better person (to an extent). It's hard to trust others in fear of ""the incident"" happening again, but I can manage. If only there were an adventure that I can join to prove my worth."
